x,y
4.112414085010519,56.83327156155968
12.031276772846322,5.343732387123179
17.384669565762845,56.443184685272875
98.9160733969881,80.28062201689556
58.39995223822132,63.24530489809231
68.67709277911219,30.167594960549437
24.214566544361027,23.590913291116212
14.464585452896939,23.07473966517235
47.5886169570794,46.69758797503072
73.42242345380629,72.86818124183498
13.587264976945178,81.7144711685332
59.2045681885811,37.83438949657434
68.89118174866061,63.3064274639138
10.811703307008337,65.81582175724644
14.224097107847966,31.78755363173345
91.3053582645074,60.42277861281814
76.48776033095065,105.93291741664827
70.79725977693656,34.7269657290193
84.10251024552262,56.73399624919614
55.72714238984727,11.818019601959058
67.12197199019835,42.61281710670604
85.53150204209116,50.03649400881544
0.07012327065112345,48.1056395635258
91.89861761226739,67.34707974214687
17.977090227957426,65.40347468975253
86.67821061710058,50.72838673069234
84.93329960849319,28.539086349506555
19.266786695995187,69.87079810293783
60.78879661755908,26.72435686302066
8.0249156752902,107.48268746849868
82.38954327967356,29.286330757538266
33.72434053649114,48.05678095005694
14.01677994441285,94.36761508341344
22.23756811286156,34.9625010759944
24.386013964964405,88.43055887870057
52.68980440172568,81.45680101725215
7.251058949350719,90.73290418058278
3.52974069584302,27.611700703179523
94.4452877097305,85.67792365616785
30.747199092331524,39.693737808007
4.197933090000694,56.2290864186589
35.42522009127445,21.001751417191063
62.19426331006179,99.8121910115322
99.94979590731198,28.61866540654645
49.21392646644887,-4.6287198248725065
98.22136673607767,99.69843814045623
66.44720353779556,31.123519588226408
47.38481219352681,8.488340697941625
39.14704108438314,28.669960361523266
90.32400312050322,76.61716180250221
40.67831706225549,66.28874279539025
42.419742681607644,41.76751272675571
52.26691235782024,49.61874125822182
78.73459340511279,85.21264800612168
16.50363296079872,53.08317333787758
52.981889132716056,41.83521902842495
39.26679503795959,-9.785436999128379
95.62273741368517,85.32783906447125
15.417320416901925,19.681173243765883
72.99298140347973,72.5248991440607
95.85577926300837,96.98129006127523
91.16210225747136,61.02486213878364
48.047548819590425,89.10542604792374
53.050931461753734,54.216849982257735
85.02335805569113,91.05766381357375
64.3309968505855,17.284647089119304
11.477010717033952,97.08507850252916
88.69703085314671,31.83163021686196
62.571025547862334,15.973826964772773
2.989638149731799,81.67529218397289
49.45860363431507,49.21334241863334
23.886967801532823,21.86993227852357
93.54559683180165,53.946611288716326
35.22950050041879,57.94343253779338
86.19859539498536,13.986150839154002
27.40508813404667,22.990457386109906
84.24547878502196,89.75960599132432
99.5862676356888,33.02851967291208
77.9900870911544,105.56875010049882
61.74459606598606,58.37824924637984
58.6471223981795,27.773286835542486
1.7922653189227367,60.0129010482697
13.807282371041685,17.529096366561014
33.731679549474194,62.88585474908183
59.38638848929158,15.230883878643166
61.63070240375003,98.85256177887426
13.073833403138247,-2.57775913168272
65.71213040353831,97.50748632123194
36.73547248482028,58.53705048880651
